year;ibge_code;ibge_label;isco88_4digit;isco88_4digit_LABEL
1980;216; Professores de ensino do 1º grau (sem especificação de série);2331;Primary education teaching professionals
1980;217; Professores de ensino pré-primário;2331;Primary education teaching professionals
1980;218; Professores e instrutores de formação profissional;2359;Other teaching professionals not elsewhere classified
1980;219; Professores de ensino não especificado;2359;Other teaching professionals not elsewhere classified
1980;221; Orientadores e técnicos de ensino;2359;Other teaching professionals not elsewhere classified
1980;222; Inspetores de alunos;3340;Other teaching associate professionals
1980;231; Magistrados;2422;Judges
1980;232; Procuradores, promotores e curadores públicos;2421;Lawyers
1980;233; Advogados e defensores públicos;2421;Lawyers
1980;241;Tabeliões e oficiais de registro;3432;Legal and related business associate professionals
1980;242;Escrivães de cartório;3432;Legal and related business associate professionals
1980;243;Oficiais de justiça;3432;Legal and related business associate professionals
1980;244;Outras ocupações auxiliares da justiça;3432;Legal and related business associate professionals
1980;251; Religiosos ;2460;Religious professionals
1980;261; Escritores e jornalistas;2451;Authors, journalists and other writers
1980;271; Escultores e pintores;2452;Sculptors, painters and related artists
1980;272; Artesãos de objetos de cerâmica, couro, madeira e metal;7331;Handicraft workers in wood and related materials
1980;273; Decoradores e cenógrafos;3471;Decorators and commercial designers
1980;274; Fotógrafos;3131;Photographers and image and sound recording equipment operators
1980;275; Músicos e compositores;2453;Composers, musicians and singers
1980;276; Artistas de cinema, teatro, rádio e televisão;2455;Film, stage and related actors and directors
1980;277; Artistas de circo;2455;Film, stage and related actors and directors
1980;278; Locutores e comentaristas;3472;Radio, television and other announcers
1980;279; Produtores e diretores de espetáculos;2455;Film, stage and related actors and directors
1980;280; Cinegrafistas e operadores de câmaras;3132;Broadcasting and telecommunications equipment operators
1980;281; Operadores de equipamentos de som e cenografia;3132;Broadcasting and telecommunications equipment operators
1980;282; Outros operadores de estações de rádio e televisão, exclusive operadores de câmaras, som e cenografia;3132;Broadcasting and telecommunications equipment operators
1980;283; Operadores de projetos cinematográficos;3132;Broadcasting and telecommunications equipment operators
1980;291;Bibliotecários;2432;Librarians and related information professionals
1980;292;Arquivologistas e museólogos;2432;Librarians and related information professionals
1980;293; Outras ocupações técnicas e científicas não enquadradas anteriormente;2444;Philologists, translators and interpreters
1980;301; Produtores agropecuários autônomos;9211;Farm-hands and labourers
1980;302; técnicos de agropecuária;3212;Agronomy and forestry technicians
1980;303; Tratoristas agrícolas e outros operadores de máquinas e implementos de agropecuária;8331;Motorised farm and forestry plant operators
1980;304; Outros trabalhadores na agropecuária;9211;Farm-hands and labourers
1980;321; Caçadores;6152;Inland and coastal waters fishery workers
1980;322; Pescadores;6152;Inland and coastal waters fishery workers
1980;331; Madereiros;6141;Forestry workers and loggers
1980;332; Lenhadores;6141;Forestry workers and loggers
1980;333; Carvoeiros (fabricantes);6141;Forestry workers and loggers
1980;334; Seringueiros;6141;Forestry workers and loggers
1980;335; Ervateiros;9211;Farm-hands and labourers
1980;336; Apanhadores, quebradores e descascadores de produtos vegetais;6141;Forestry workers and loggers
1980;341; Mineiros;7111;Miners and quarry workers
1980;345; Canteiros e Marroeiros ;7111;Miners and quarry workers
1980;351; Operadores de máquinas de extração e beneficiamento de minérios e pedras;8113;Well drillers and borers and related workers
1980;361; Trabalhadores de extração de petróleo e gás;8113;Well drillers and borers and related workers
1980;371; Garimpeiros ;7111;Miners and quarry workers
1980;381; Salineiros;7111;Miners and quarry workers
1980;391; Sondadores de poços, exclusive de petróleo e gás;8113;Well drillers and borers and related workers
1980;401; Mestres e técnicos de empresas de extração mineral;3119;Physical and engineering science technicians not elsewhere classified
1980;402; Mestres, contramestres e técnicos de indústrias de transformação, exclusive têxteis;3119;Physical and engineering science technicians not elsewhere classified
1980;403; Mestres, contramestres e técnicos de indústrias têxteis;3119;Physical and engineering science technicians not elsewhere classified
1980;404; Mestres de construção civil;7129;Building frame and related trades workers not elsewhere classified
1980;405; Mestres e técnicos de empresas de energia elétrica, gás, água e esgoto;3119;Physical and engineering science technicians not elsewhere classified
1980;406; Outros mestres, contramestres e técnicos;3119;Physical and engineering science technicians not elsewhere classified
1980;411; Forneiros metalúrgicos;8211;Machine-tool operators
1980;412; Laminadores;8211;Machine-tool operators
1980;413; Trefiladores;8211;Machine-tool operators
1980;414; Modeladores e macheiros;7211;Metal moulders and coremakers
1980;415; Galvanizadores e recobridores de metais;8223;Metal finishing-, plating- and coating-machine operators
1980;416; Afiadores e amoladores;7224;Metal wheel-grinders, polishers and tool sharpeners
1980;417; Polidores e esmerilhadores;7224;Metal wheel-grinders, polishers and tool sharpeners
1980;418; Ferramenteiros;8211;Machine-tool operators
1980;419; Estampadores mecânicos;8211;Machine-tool operators
1980;420; Operadores de prensa mecânica de metais;8211;Machine-tool operators
1980;421; Fresadores e furadores;8211;Machine-tool operators
1980;422; Torneiros mecânicos;8211;Machine-tool operators
1980;423; Ajustadores e montadores mecânicos;8281;Mechanical-machinery assemblers
1980;424; mecânicos de veículos automotores;7231;Motor vehicle mechanics and fitters
1980;425; mecânicos sem especificação;8281;Mechanical-machinery assemblers
1980;426; Soldadores;7212;Welders and flamecutters
1980;427; Rebitadores e montadores de estruturas metálicas;8211;Machine-tool operators
1980;428; Caldeireiros;8211;Machine-tool operators
1980;429; Ferreiros e serralheiros;8211;Machine-tool operators
1980;430; Funileiros;8211;Machine-tool operators
1980;431; Lanterneiros de veículos;7231;Motor vehicle mechanics and fitters
1980;441; Cardadores e penteadores;8261;Fibre-preparing-, spinning- and winding-machine operators
1980;442; Maçaroqueiros, bobinadores e espuladores;8261;Fibre-preparing-, spinning- and winding-machine operators
1980;443; Fiandeiros;8261;Fibre-preparing-, spinning- and winding-machine operators
1980;444; Rendeiros;7436;Sewers, embroiderers and related workers
1980;445; Urdidores e remetedores;8262;Weaving- and knitting-machine operators
1980;446; Cordoeiros;8261;Fibre-preparing-, spinning- and winding-machine operators
1980;447; Tecelões;8262;Weaving- and knitting-machine operators
1980;448; Tapeceiros;7437;Upholsterers and related workers
1980;449; Redeiros;7436;Sewers, embroiderers and related workers
1980;450; Alvejadores e tintureiros têxteis;8264;Bleaching-, dyeing- and cleaning-machine operators
1980;451; Estampadores têxteis;8264;Bleaching-, dyeing- and cleaning-machine operators
1980;452; Acabadores de pano;7435;Textile, leather and related pattern-makers and cutters
1980;461; Correeiros e seleiros;7442;Shoe-makers and related workers
1980;462; Curtidores;7441;Pelt dressers, tanners and fellmongers
1980;470; Alfaiates e costureiros;8263;Sewing-machine operators
1980;471; Auxiliares de costura;7436;Sewers, embroiderers and related workers
1980;472; Calceiros e camiseiros;8263;Sewing-machine operators
1980;473; Modelistas e cortadores;7435;Textile, leather and related pattern-makers and cutters
1980;474; Bordadeiras e cerzideiras;7436;Sewers, embroiderers and related workers
1980;475; Chapeleiros de palha;7331;Handicraft workers in wood and related materials
1980;476; Chapeleiros, exclusive de palha;7436;Sewers, embroiderers and related workers
1980;477; Sapateiros;7442;Shoe-makers and related workers
1980;478; Trabalhadores na fabricação de calçados;7442;Shoe-makers and related workers
1980;479; Bolseiros e cinteiros;7442;Shoe-makers and related workers
1980;481; Marceneiros;7422;Cabinet makers and related workers
1980;482; Carpinteiros;7124;Carpenters and joiners
1980;483; Tanoeiros;7124;Carpenters and joiners
1980;484; Operadores de máquinas de marcenaria;8141;Wood-processing-plant operators
1980;485; Serradores;8141;Wood-processing-plant operators
1980;486; Preparadores de compensados e aglomerados;8141;Wood-processing-plant operators
1980;487; Estofadores e capoteiros;7437;Upholsterers and related workers
1980;488; Colchoeiros;7437;Upholsterers and related workers
1980;489; Lustradores de madeira;7421;Wood treaters
1980;490; Cesteiros e esteireiros;7331;Handicraft workers in wood and related materials
1980;491; Montadores de equipamentos elétricos;7241;Electrical mechanics and fitters
1980;492; Montadores de equipamentos eletrônicos (exceto rádio e televisão);7241;Electrical mechanics and fitters
1980;493; Reparadores de equipamentos elétricos e eletrônicos (exceto rádio e televisão);7241;Electrical mechanics and fitters
1980;494; Montadores de rádio e televisão;7241;Electrical mechanics and fitters
1980;495; Reparadores de rádio e televisão;7241;Electrical mechanics and fitters
1980;496; Eletricistas de instalações;7137;Building and related electricians
1980;497; Instaladores e reparadores de equipamentos e aparelhos de telecomunicação;7241;Electrical mechanics and fitters
1980;498; Instaladores e reparadores de linhas elétricas e de telecomunicação;7245;Electrical line installers, repairers and cable jointers
1980;499; Operadores de instalação de produção de energia elétrica;8161;Power-production plant operators
1980;511; Armadores de concreto;7123;Concrete placers, concrete finishers and related workers
1980;512; Pedreiros ;7122;Bricklayers and stonemasons
1980;513; Serventes de pedreiros;9313;Building construction labourers
1980;514; Pintores e caiadores;7141;Painters and related workers
1980;515; Estucadores;7133;Plasterers
1980;516; Ladrilheiros e taqueiros;7132;Floor layers and tile setters
1980;517; Encanadores;7136;Plumbers and pipe fitters
1980;518; Vidraceiros (colocadores de vidro);7135;Glaziers
1980;519; Calceteiros e asfaltadores;9312;Construction and maintenance labourers: roads, dams and similar constructions
1980;520; Calafates;7132;Floor layers and tile setters
1980;521; Operadores de máquinas de construção civil, tratoristas, exclusive na agropecuária;8332;Earth-moving- and related plant operators
1980;531; Linguiceiros e salsicheiros;8271;Meat- and fish-processing-machine operators
1980;532; Charqueadores;7411;Butchers, fishmongers and related food preparers
1980;533; Magarefes;7411;Butchers, fishmongers and related food preparers
1980;534; ocupações da indústria de laticínios;8272;Dairy-products machine operators
1980;535; Doceiros e confeiteiros;7412;Bakers, pastry-cooks and confectionery makers
1980;536; Macarroneiros e pasteleiros;8271;Meat- and fish-processing-machine operators
1980;537; Padeiros ;7412;Bakers, pastry-cooks and confectionery makers
1980;538; Farinheiros e moleiros;8271;Meat- and fish-processing-machine operators
1980;539; ocupações da indústria do açúcar;8271;Meat- and fish-processing-machine operators
1980;540; ocupações da indústria de bebidas;8271;Meat- and fish-processing-machine operators
1980;541; ocupações da indústria do café;8271;Meat- and fish-processing-machine operators
1980;542; ocupações da indústria do pescado;8271;Meat- and fish-processing-machine operators
1980;543; ocupações da indústria de chá, mate e cacau;8271;Meat- and fish-processing-machine operators
1980;544; ocupações da indústria de oleaginosos;8271;Meat- and fish-processing-machine operators
1980;545; ocupações de outras indústrias alimentares;8271;Meat- and fish-processing-machine operators
1980;551; Linotipistas;7341;Compositors, typesetters and related workers
1980;552; Tipógrafos;7341;Compositors, typesetters and related workers
1980;553; Clicheristas e gravadores;7341;Compositors, typesetters and related workers
1980;554; Impressores;7341;Compositors, typesetters and related workers
1980;555; Revisores na indústria gráfica;7341;Compositors, typesetters and related workers
1980;556;Encadernadores e cartonadores;7345;Bookbinders and related workers
1980;557; Outras ocupações da indústria gráfica;7341;Compositors, typesetters and related workers
1980;561; Vidreiros e ampoleiros;8139;Glass, ceramics and related plant operators not elsewhere classified
1980;562; Ceramistas e louceiros;8139;Glass, ceramics and related plant operators not elsewhere classified
1980;563; Pintores e cerâmicos;7141;Painters and related workers
1980;564; Oleiros;8139;Glass, ceramics and related plant operators not elsewhere classified
1980;571; Inspetores de qualidade;3152;Safety, health and quality inspectors
1980;572; Ourives e relojoeiros;7313;Jewellery and precious-metal workers
1980;573; Lapidadores;7313;Jewellery and precious-metal workers
1980;574; Borracheiros;8231;Rubber-products machine operators
1980;575; Vulcanizadores e recauchutadores;8231;Rubber-products machine operators
1980;576; Fogueteiros;9321;Assembling labourers
1980;577; Vassoureiros;7331;Handicraft workers in wood and related materials
1980;578; Marmoristas;7111;Miners and quarry workers
1980;579; Preparadores de fumo;7416;Tobacco preparers and tobacco products makers
1980;580; Charuteiros e cigarreiros;7416;Tobacco preparers and tobacco products makers
1980;581; Pintores a pistola;7141;Painters and related workers
1980;582; Operadores de empilhadeira;8290;Other machine operators and assemblers
1980;583; Foguistas (exclusive de embarcações e de trens);8162;Steam-engine and boiler operators
1980;584; Embaladores de mercadorias;9322;Hand packers and other manufacturing labourers
1980;585; ocupações da indústria do papel e papelão;8141;Wood-processing-plant operators
1980;586; ocupações da indústria de artefatos de borracha e plástico, exclusive pneumáticos;8231;Rubber-products machine operators
1980;587; ocupações da indústria de artefatos de cimento e fibrocimento;8139;Glass, ceramics and related plant operators not elsewhere classified
1980;588; Supervisores de segurança no trabalho ;3152;Safety, health and quality inspectors
1980;589; Outras ocupações das indústrias de transformação;9321;Assembling labourers
1980;601; Comerciantes por conta própria;1314;General managers in wholesale and retail trade
1980;602; Vendedores;5220;Shop salespersons and demonstrators
1980;603; Operadores de caixa;4211;Cashiers and ticket clerks
1980;604; Repositores de mercadorias;9333;Freight handlers
1980;605; Demonstradores;5220;Shop salespersons and demonstrators
1980;611; Feirantes;5230;Stall and market salespersons
1980;612; Aguadeiros;9112;Street vendors, non-food products
1980;613; Doceiros, sorveteiros e baleiros;9112;Street vendors, non-food products
1980;614; Quitandeiros e fruteiros;5230;Stall and market salespersons
1980;615; Tripeiros, peixeiros e leiteiros;9112;Street vendors, non-food products
1980;616; Bilheteiros;4211;Cashiers and ticket clerks
1980;617; Outras ocupações no comércio ambulante;9112;Street vendors, non-food products
1980;621; Vendedores de jornais e revistas;5230;Stall and market salespersons
1980;631; Pracistas e viajantes comerciais;3415;Technical and commercial sales representatives
1980;632; Representantes comerciais;3415;Technical and commercial sales representatives
1980;633; Propagandistas;3415;Technical and commercial sales representatives
1980;641; Corretores de seguros;3429;Business services agents and trade brokers not elsewhere classified
1980;642; Corretores de imóveis;3429;Business services agents and trade brokers not elsewhere classified
1980;643; Corretores títulos e valores;3429;Business services agents and trade brokers not elsewhere classified
1980;644; Avaliadores e leiloeiros;3417;Appraisers, valuers and auctioneers
1980;645; Outros agentes e corretores;3429;Business services agents and trade brokers not elsewhere classified
1980;646; Compradores;3416;Buyers
1980;711; Aviadores civis;3143;Aircraft pilots and related associate professionals
1980;712; Comissários de bordo;5111;Travel attendants and travel stewards
1980;721; Oficiais de Marinha Mercante;3142;Ships' deck officers and pilots
1980;722; Mestres de embarcação;3142;Ships' deck officers and pilots
1980;723; Maquinistas de embarcação;8162;Steam-engine and boiler operators
1980;724; Foguistas de embarcação;8162;Steam-engine and boiler operators
1980;725; Marinheiros civis;8340;Ships' deck crews and related workers
1980;726; Taifeiros;8340;Ships' deck crews and related workers
1980;727; Barqueiros e canoeiros;8340;Ships' deck crews and related workers
1980;731; Guindasteiros;8333;Crane, hoist and related plant operators
1980;732; Estivadores;9333;Freight handlers
1980;741; Agentes de estradas de ferro;4133;Transport clerks
1980;742; Condutores e chefes de trem;8311;Locomotive-engine drivers
1980;743; Maquinistas de trem;8311;Locomotive-engine drivers
1980;744; Foguistas de trem;8162;Steam-engine and boiler operators
1980;745; Guarda-freios;8312;Railway brakers, signallers and shunters
1980;746; Manobreiros e sinaleiros;8312;Railway brakers, signallers and shunters
1980;751; Motoristas;8322;Car, taxi and van drivers
1980;752; Trocadores;5112;Transport conductors
1980;753; Carroceiros e tropeiros;9332;Drivers of animal-drawn vehicles and machinery
1980;761; Inspetores e despachantes nos transportes;4133;Transport clerks
1980;762; Trabalhadores de conservação de ferrovias;9312;Construction and maintenance labourers: roads, dams and similar constructions
1980;771; Agentes postais e telegráficos;4142;Mail carriers and sorting clerks
1980;772; Postalistas;4142;Mail carriers and sorting clerks
1980;773; Telegrafistas e radiotelegrafistas;3132;Broadcasting and telecommunications equipment operators
1980;774; Telefonistas;4223;Telephone switchboard operators
1980;775; Carteiros;4142;Mail carriers and sorting clerks
1980;776; Guarda-fios;7245;Electrical line installers, repairers and cable jointers
1980;801; proprietários nos serviços, conta própria ;1314;General managers in wholesale and retail trade
1980;805; Empregados domésticos;9131;Domestic helpers and cleaners
1980;811; Hoteleiros e donos de pensão por conta própria;1315;General managers of restaurants and hotels
1980;812; Camareiros;9141;Building caretakers
1980;813; Cozinheiros;5122;Cooks
1980;814; Garçons;5123;Waiters, waitresses and bartenders
1980;815; Atendentes de bar e lanchonete;5123;Waiters, waitresses and bartenders
1980;821; Cabeleireiros;5141;Hairdressers, barbers, beauticians and related workers
1980;822; Barbeiros;5141;Hairdressers, barbers, beauticians and related workers
1980;823; Maquiladores, depiladores e esteticistas;5141;Hairdressers, barbers, beauticians and related workers
1980;824; Manicuros e pedicuros;5141;Hairdressers, barbers, beauticians and related workers
1980;825; Lavadeiras e passadeiras;9133;Hand-launderers and pressers
1980;826; Engraxates;9333;Freight handlers
1980;831; Jogadores de futebol;3475;Athletes, sportspersons and related associate professionals
1980;832; Lutadores e outros atletas profissionais;3475;Athletes, sportspersons and related associate professionals
1980;833; Juizes de esportes;3475;Athletes, sportspersons and related associate professionals
1980;834; técnicos de esportes;3475;Athletes, sportspersons and related associate professionals
1980;841; Porteiros;9141;Building caretakers
1980;842; Ascensoristas;9141;Building caretakers
1980;843; Vigias;5169;Protective services workers not elsewhere classified
1980;844; Serventes;9141;Building caretakers
1980;845; Contínuos;9141;Building caretakers
1980;851; Oficiais das Forças Armadas;110;Armed forces
1980;852; Praças das Forças Armadas;110;Armed forces
1980;853; Oficiais e Praças do Corpo de Bombeiros;5161;Fire-fighters
1980;854; Delegados e Comissários de polícia;2429;Legal professionals not elsewhere classified
1980;855; Investigadores de polícia;5169;Protective services workers not elsewhere classified
1980;856; Guarda;5169;Protective services workers not elsewhere classified
1980;857; Carcereiros e guardas de presídio;5169;Protective services workers not elsewhere classified
1980;858; Datiloscopistas;5169;Protective services workers not elsewhere classified
1980;859; Guardas;5169;Protective services workers not elsewhere classified
1980;911; Aprendizes;9321;Assembling labourers
1980;912; Bilheteiros, no serviço de diversões;4211;Cashiers and ticket clerks
1980;913; Bombeiros, exclusive do Corpo de Bombeiros;7136;Plumbers and pipe fitters
1980;914; Capatazes;9211;Farm-hands and labourers
1980;915; Dedetizadores;9141;Building caretakers
1980;916; Guardadores de automóveis;9333;Freight handlers
1980;917; Guardas Sanitários;3231;Nursing associate professionals
1980;918; Inspetores e fiscais;3449;Customs, tax and related government associate professionals not elsewhere classified
1980;919; Jardineiros, exclusive na lavoura;9211;Farm-hands and labourers
1980;920; Lixeiros;9161;Garbage collectors
1980;921; Lubrificadores;7231;Motor vehicle mechanics and fitters
1980;922; Operadores de tratamento e bombeamento d água;8163;Incinerator, water-treatment and related plant operators
1980;923; Operadores de máquinas, exclusive de agropecuária e construção civil;8290;Other machine operators and assemblers
1980;924; Trabalhadores braçais;9333;Freight handlers
1980;925; Trabalhadores de conservação de rodovias;9312;Construction and maintenance labourers: roads, dams and similar constructions
1980;926; Outras ocupações ou ocupações mal definidas;9333;Freight handlers
1980;927; Sem declaração de ocupação;9333;Freight handlers
1991;1;Agricultores;1311;General managers in agriculture, hunting, forestry/ and fishing
1991;2;Criadores de gado bovino;1311;General managers in agriculture, hunting, forestry/ and fishing
1991;3;Avicultores e criadores de pequenos animais;1311;General managers in agriculture, hunting, forestry/ and fishing
1991;4;Criadores de outros animais;1311;General managers in agriculture, hunting, forestry/ and fishing
1991;5;proprietários em atividade agropecuária não especificada;1311;General managers in agriculture, hunting, forestry/ and fishing
1991;6;Empresários da extração vegetal e pesca;1311;General managers in agriculture, hunting, forestry/ and fishing
1991;7;Empresários da extração mineral;1319;General managers not elsewhere classified
1991;8;Empresários da indústria de transformação;1222;Production and operations department managers in manufacturing
1991;9;Empresários da construção civil;1223;Production and operations department managers in construction
1991;10;Comerciantes;1314;General managers in wholesale and retail trade
1991;11;Hoteleiros e donos de pensão;1315;General managers of restaurants and hotels
1991;12;Empresários nos transportes;1226;Production and operations department managers in transport, storage and communications
1991;13;Vendedores ambulantes;9112;Street vendors, non-food products
1991;14;Feirantes;5230;Stall and market salespersons
1991;15;Outros proprietários;1319;General managers not elsewhere classified
1991;20;Ministros de Estado, Governadores, Prefeitos, Membros do Poder Legislativo e do Corpo Diplomático Nacional;1120;Senior government officials
1991;21;Diretores, assessores e chefes no serviço público;1120;Senior government officials
1991;30;Administradores e gerentes na agropecuária;1311;General managers in agriculture, hunting, forestry/ and fishing
1991;31;Administradores e gerentes na extração vegetal e pesca;1311;General managers in agriculture, hunting, forestry/ and fishing
1991;32;Administradores e gerentes na extração mineral;1319;General managers not elsewhere classified
1991;33;Administradores e gerentes na indústria da transformação;1222;Production and operations department managers in manufacturing
1991;34;Administradores e gerentes na indústria da construção civil;1223;Production and operations department managers in construction
1991;35;Administradores e gerentes no comércio de mercadorias;1314;General managers in wholesale and retail trade
1991;36;Administradores e gerentes hotéis e estabelecimentos similares;1315;General managers of restaurants and hotels
1991;37;Administradores e gerentes nos transportes;1226;Production and operations department managers in transport, storage and communications
1991;38;Administradores e gerentes de empresas financeiras, imobiliárias e securitárias;1227;Production and operations department managers in business services
1991;39;Outros administradores e gerentes não classificados anteriormente;1319;General managers not elsewhere classified
1991;40;Chefes e encarregados de seção de serviços administrativos de empresas;3419;Finance and sales associate professionals not elsewhere classified
1991;50;técnicos e fiscais de tributação e arrecadação;3449;Customs, tax and related government associate professionals not elsewhere classified
1991;51;Inspetores do trabalho;3152;Safety, health and quality inspectors
1991;52;Assistentes administrativos;4190;Other office clerks
1991;53;Pagadores e caixas (exclusive nos serviços e comércio de mercadorias);4211;Cashiers and ticket clerks
1991;54;Almoxarifes e armazenistas;4131;Stock clerks
1991;55;Expedidores e conferentes de materiais;4131;Stock clerks
1991;56;datilógrafos;4115;Secretaries
1991;57;Operadores de teleimpressoras;4190;Other office clerks
1991;58;Operadores de máquinas de processamento automático de dados;3419;Finance and sales associate professionals not elsewhere classified
1991;59;Secretárias;4115;Secretaries
1991;60;Auxiliares de contabilidade;4190;Other office clerks
1991;61;Operadores de máquinas copiadoras;4141;Library and filing clerks
1991;62;Arquivistas;4141;Library and filing clerks
1991;63;Recepcionistas;4222;Receptionists and information clerks
1991;64;Auxiliares administrativos e de escritório;4190;Other office clerks
1991;101;Engenheiros;2142;Civil engineers
1991;102;Arquitetos;2141;Architects, town and traffic planners
1991;103;Agrimensores;3118;Draughtspersons
1991;104;Cartógrafos;3118;Draughtspersons
1991;111;Desenhistas;3118;Draughtspersons
1991;112;técnicos de edificações, agrimensura, estradas e saneamento;3118;Draughtspersons
1991;113;Outras ocupações auxiliares da engenharia e arquitetura;3119;Physical and engineering science technicians not elsewhere classified
1991;121;Químicos;2113;Chemists
1991;122;Farmacêuticos;2224;Pharmacists
1991;123;físicos;2111;Physicists and astronomers
1991;124;Geólogos mineralogistas;2114;Geologists and geophysicists
1991;125;Outros especialistas em química e física;2111;Physicists and astronomers
1991;131;técnicos químicos;3116;Chemical engineering technicians
1991;132;Práticos de farmácia;3228;Pharmaceutical assistants
1991;133;técnicos de meteorologia;3116;Chemical engineering technicians
1991;141;Agrônomos;2213;Agronomists and related professionals
1991;142;Biologistas;2211;Biologists, botanists, zoologists and related professionals
1991;143;Farmacologistas;2224;Pharmacists
1991;144;Veterinários;2223;Veterinarians
1991;151;médicos;2221;Medical doctors
1991;152;Dentistas;2222;Dentists
1991;153;Enfermeiros diplomados;2230;Nursing and midwifery professionals
1991;154;Outros especialistas em medicina;3229;Modern health associate professionals (except nursing) not elsewhere classified
1991;161;Acadêmicos de hospital;3229;Modern health associate professionals (except nursing) not elsewhere classified
1991;162;Enfermeiros não diplomados;3231;Nursing associate professionals
1991;163;técnicos de reabilitação;3226;Physiotherapists and related associate professionals
1991;164;Ortoptistas e óticos;3229;Modern health associate professionals (except nursing) not elsewhere classified
1991;165;Operadores de equipamentos médicos e odontológicos;3211;Life science technicians
1991;166;Parteiras;3231;Nursing associate professionals
1991;167;Protéticos;7311;Precision-instrument makers and repairers
1991;168;técnicos em análise clínica;3211;Life science technicians
1991;171;Matemáticos e Atuários;2122;Statisticians
1991;172;Estatísticos;2122;Statisticians
1991;173;Analistas de Sistemas;2132;Computer programmers
1991;181;Economistas;2441;Economists
1991;182;Contadores;2419;Business professionals not elsewhere classified
1991;183;técnicos de administração;2419;Business professionals not elsewhere classified
1991;191;técnicos de contabilidade;3419;Finance and sales associate professionals not elsewhere classified
1991;192;técnicos de estatística;3419;Finance and sales associate professionals not elsewhere classified
1991;193;Agentes Censitários;3419;Finance and sales associate professionals not elsewhere classified
1991;194;Programadores de computador;2132;Computer programmers
1991;201;Sociólogos, antropólogos e arqueólogos;2442;Sociologists, anthropologists and related professionals
1991;202;Psicólogos;2445;Psychologists
1991;203;Geógrafos e demógrafos;2442;Sociologists, anthropologists and related professionals
1991;204;Assistentes sociais;2446;Social work professionals
1991;205;Outros cientistas sociais;2442;Sociologists, anthropologists and related professionals
1991;211;Professores Pesquisadores;2310;College, university and higher education teaching professionals
1991;212;Professores de ensino superior;2310;College, university and higher education teaching professionals
1991;213;Professores de ensino do 2º grau;2320;Secondary education teaching professionals
1991;214;Professores de ensino do 1º grau (5ª a 8ª série);2331;Primary education teaching professionals
1991;215;Professores de ensino do 1º grau (1ª a 4ª série);2331;Primary education teaching professionals
1991;216;Professores de ensino do 1º grau (sem especificação de série);2331;Primary education teaching professionals
1991;217;Professores de ensino pré-escolar;2331;Primary education teaching professionals
1991;218;Professores e instrutores de formação profissional;2359;Other teaching professionals not elsewhere classified
1991;219;Professores de ensino não especificado;2359;Other teaching professionals not elsewhere classified
1991;221;Orientadores e técnicos de ensino;2359;Other teaching professionals not elsewhere classified
1991;222;Inspetores de alunos;3340;Other teaching associate professionals
1991;231;Magistrados;2422;Judges
1991;232;Procuradores, promotores e curadores públicos;2421;Lawyers
1991;233;Advogados e defensores públicos;2421;Lawyers
1991;241;Tabeliões e oficiais de registro;3432;Legal and related business associate professionals
1991;242;Escrivães de cartório;3432;Legal and related business associate professionals
1991;243;Oficiais de justiça;3432;Legal and related business associate professionals
1991;244;Outras ocupações auxiliares da justiça;3432;Legal and related business associate professionals
1991;251;Sacerdotes;2460;Religious professionals
1991;252;Religiosos por conta própria;2460;Religious professionals
1991;261;Escritores e jornalistas;2451;Authors, journalists and other writers
1991;271;Escultores e pintores;2452;Sculptors, painters and related artists
1991;272;Artesãos de objetos de cerâmica, couro, madeira e metal;7331;Handicraft workers in wood and related materials
1991;273;Decoradores e cenógrafos;3471;Decorators and commercial designers
1991;274;Fotógrafos;3131;Photographers and image and sound recording equipment operators
1991;275;Músicos e compositores;2453;Composers, musicians and singers
1991;276;Artistas de cinema, teatro, rádio e televisão;2455;Film, stage and related actors and directors
1991;277;Artistas de circo;2455;Film, stage and related actors and directors
1991;278;Locutores e comentaristas;3472;Radio, television and other announcers
1991;279;Produtores e diretores de espetáculos;2455;Film, stage and related actors and directors
1991;280;Cinegrafistas e operadores de câmaras;3132;Broadcasting and telecommunications equipment operators
1991;281;Operadores de equipamentos de som e cenografia;3132;Broadcasting and telecommunications equipment operators
1991;282;Outros operadores de estações de rádio e televisão (exclusive operadores de câmaras, som e cenografia);3132;Broadcasting and telecommunications equipment operators
1991;283;Operadores projetores cinematográficos;3132;Broadcasting and telecommunications equipment operators
1991;291;Bibliotecários;2432;Librarians and related information professionals
1991;292;Arquivologistas e museólogos;2432;Librarians and related information professionals
1991;293;Outras ocupações técnicas e científicas não enquadradas anteriormente;2444;Philologists, translators and interpreters
1991;301;Produtores agropecuários autônomos;9211;Farm-hands and labourers
1991;302;técnicos de agropecuária;3212;Agronomy and forestry technicians
1991;303;Tratoristas agrícolas e outros operadores de máquinas e implementos de agropecuária;8331;Motorised farm and forestry plant operators
1991;304;Outros trabalhadores na agropecuária;9211;Farm-hands and labourers
1991;305;Trabalhadores na agricultura;9211;Farm-hands and labourers
1991;321;Caçadores;6152;Inland and coastal waters fishery workers
1991;322;Pescadores;6152;Inland and coastal waters fishery workers
1991;331;Madeireiros;6141;Forestry workers and loggers
1991;332;Lenhadores;6141;Forestry workers and loggers
1991;333;Carvoeiros (fabricantes);6141;Forestry workers and loggers
1991;334;Seringueiros;6141;Forestry workers and loggers
1991;335;Ervateiros;9211;Farm-hands and labourers
